죄종(대),죄종(중),죄종(소),발생,검거,검거인원(남),검거인원(여),불상,법인체
강력범죄,강간,미성년자의제강간,3,3,4,0,0,0
강력범죄,강간,13세미만미성년자강간·간음,3,3,3,0,0,0
강력범죄,강간,특수강간(준),9,9,8,0,0,0
강력범죄,강간,주거침입강간,3,3,3,0,0,0
강력범죄,강간,특수절도강간,0,0,0,0,0,0
강력범죄,강간,특수강도강간,0,0,0,0,0,0
강력범죄,강간,아동학대처벌법위반(상습강간·간음),0,0,0,0,0,0
강력범죄,유사강간,유사강간,11,11,12,0,0,0
강력범죄,유사강간,유사강간(상습),0,0,0,0,0,0
강력범죄,유사강간,준유사강간,0,0,0,0,0,0
강력범죄,유사강간,준유사강간(상습),0,0,0,0,0,0
강력범죄,유사강간,유사강간상해·치상,0,0,0,0,0,0
강력범죄,유사강간,유사강간살인·치사,0,0,0,0,0,0
강력범죄,유사강간,미성년자의제유사강간,1,1,1,0,0,0
강력범죄,유사강간,유사성행위,4,4,4,0,0,0
강력범죄,유사강간,주거침입유사강간,0,0,0,0,0,0
강력범죄,유사강간,특수절도유사강간,0,0,0,0,0,0
강력범죄,유사강간,특수강도유사강간,0,0,0,0,0,0
강력범죄,유사강간,아동학대처벌법위반(상습유사강간),0,0,0,0,0,0
강력범죄,강제추행,강제추행,235,227,221,7,0,0
강력범죄,강제추행,강제추행(상습),0,0,1,0,0,0
강력범죄,강제추행,준강제추행,13,13,15,0,0,0
강력범죄,강제추행,준강제추행(상습),0,0,0,0,0,0
강력범죄,강제추행,강제추행상해·치상,7,7,8,0,0,0
강력범죄,강제추행,강제추행살인·치사,0,0,0,0,0,0
강력범죄,강제추행,업무상위력등에의한추행,12,11,10,0,0,0
강력범죄,강제추행,친족관계에의한강제추행,7,7,7,0,0,0
강력범죄,강제추행,장애인에대한강제추행·추행,21,22,22,0,0,0
강력범죄,강제추행,청소년에대한강제추행·추행,64,62,43,1,0,0
강력범죄,강제추행,미성년자추행(심신미약자),0,0,0,0,0,0
강력범죄,강제추행,미성년자의제강제추행,0,0,0,0,0,0
강력범죄,강제추행,13세미만미성년자강제추행·추행,28,28,24,0,0,0
강력범죄,강제추행,공중밀집장소에서의추행,11,12,11,0,0,0
강력범죄,강제추행,특수강제추행(준),2,2,4,1,0,0
강력범죄,강제추행,주거침입강제추행,2,2,2,0,0,0
강력범죄,강제추행,특수절도강제추행,0,0,0,0,0,0
강력범죄,강제추행,특수강도강제추행,0,0,0,0,0,0
강력범죄,강제추행,아동학대처벌법위반(상습강제추행·추행),0,0,0,0,0,0
강력범죄,기타 강간·강제추행등,강간등상해·치상,3,3,4,0,0,0
강력범죄,기타 강간·강제추행등,강간등살인·치사,0,0,0,0,0,0
강력범죄,기타 강간·강제추행등,친족관계에의한강간등,0,0,0,0,0,0
강력범죄,기타 강간·강제추행등,장애인에대한준강간등,1,1,1,0,0,0
강력범죄,기타 강간·강제추행등,청소년에대한강간등,9,6,10,2,0,0
강력범죄,기타 강간·강제추행등,미성년자의제강간등,0,0,0,0,0,0
강력범죄,기타 강간·강제추행등,13세미만미성년자강간등,0,0,1,0,0,0
강력범죄,기타 강간·강제추행등,주거침입강간등,2,2,2,0,0,0
강력범죄,기타 강간·강제추행등,특수절도강간등,0,0,0,0,0,0
강력범죄,기타 강간·강제추행등,특수강도강간등,1,1,1,0,0,0
강력범죄,기타 강간·강제추행등,성폭력범죄의처벌및피해자보호등에관한법률위반,0,0,0,0,0,0
강력범죄,방화,방화,0,0,0,0,0,0
강력범죄,방화,현주·공용건조물등방화,25,24,20,4,0,0
강력범죄,방화,현주건조물등방화치상,0,0,0,0,0,0
강력범죄,방화,현주건조물등방화치사,0,0,0,0,0,0
강력범죄,방화,일반건조물등방화,9,6,6,0,0,0
강력범죄,방화,자기소유건조물등방화,2,2,2,1,0,0
강력범죄,방화,방화연소,1,0,0,0,0,0
강력범죄,방화,진화방해,0,0,0,0,0,0
강력범죄,방화,폭발성물건파열(치사·상),0,0,0,0,0,0
강력범죄,방화,폭발성물건파열(과실),1,1,0,1,0,0
강력범죄,방화,가스등방출(치사·상),0,0,0,0,0,0
강력범죄,방화,가스등방출(과실),0,0,0,0,0,0
강력범죄,방화,가스등공급사용방해(치사·상),0,0,0,0,0,0
강력범죄,방화,가스등공급사용방해(과실),0,0,0,0,0,0
강력범죄,방화,자동차방화,0,0,0,0,0,0
절도범죄,절도범죄,절도,6395,3291,1666,479,15,0
절도범죄,절도범죄,절도(상습),275,308,62,7,0,0
절도범죄,절도범죄,특수절도,616,536,699,139,7,0
절도범죄,절도범죄,특수절도(상습),11,4,4,0,0,0
절도범죄,절도범죄,야간주거침입절도,216,185,59,7,0,0
절도범죄,절도범죄,야간주거침입절도(상습),5,2,2,0,0,0
절도범죄,절도범죄,불법사용,7,8,8,0,0,0
절도범죄,절도범죄,불법사용(상습),0,0,0,0,0,0
절도범죄,절도범죄,특가법(절도),38,51,19,0,0,0
절도범죄,절도범죄,특가법(단체등의조직),0,0,0,0,0,0
폭력범죄,상해,상해,1672,1646,1935,380,4,0
폭력범죄,상해,상해(중),3,4,7,1,0,0
폭력범죄,상해,상해(상습),1,1,1,0,0,0
폭력범죄,상해,상해(상습중),0,0,0,0,0,0
폭력범죄,상해,상해치사,3,3,3,1,0,0
폭력범죄,상해,존속상해,11,11,11,0,0,0
폭력범죄,상해,존속상해(중),0,0,0,0,0,0
폭력범죄,상해,존속상해(상습),1,1,0,2,0,0
폭력범죄,상해,존속상해(상습중),0,0,0,0,0,0
폭력범죄,상해,존속상해치사,0,0,0,0,0,0
폭력범죄,상해,특가법(보복상해등),1,1,1,0,0,0
폭력범죄,상해,아동학대처벌법위반(상습상해),0,0,0,0,0,0
폭력범죄,폭행,폭행,3569,3389,3959,887,10,0
폭력범죄,폭행,폭행(상습),2,2,1,0,0,0
폭력범죄,폭행,폭행치상,26,26,30,4,0,0
폭력범죄,폭행,폭행치사,3,3,3,0,0,0
폭력범죄,폭행,특수폭행,44,42,36,9,0,0
폭력범죄,폭행,특수폭행(상습),0,0,0,0,0,0
폭력범죄,폭행,특수폭행치상,1,1,0,1,0,0
폭력범죄,폭행,특수폭행치사,0,0,0,0,0,0
폭력범죄,폭행,존속폭행,31,32,33,1,0,0
폭력범죄,폭행,존속폭행(특수),0,0,0,0,0,0
폭력범죄,폭행,존속폭행(상습),2,2,1,0,0,0
폭력범죄,폭행,존속폭행치상,2,2,4,0,0,0
폭력범죄,폭행,존속폭행치사,0,0,0,0,0,0
폭력범죄,폭행,특가법(운전자폭행등),65,64,65,5,0,0
폭력범죄,폭행,특가법(보복폭행등),4,3,3,0,0,0
폭력범죄,폭행,특가법(보복범죄등),1,1,1,0,0,0
폭력범죄,폭행,아동학대처벌법위반(상습폭행),1,1,1,0,0,0
폭력범죄,체포·감금,체포·감금,36,34,33,7,0,0
폭력범죄,체포·감금,체포·감금(중),1,1,1,0,0,0
폭력범죄,체포·감금,체포·감금(특수),0,0,0,0,0,0
폭력범죄,체포·감금,체포·감금(특수중),0,0,0,0,0,0
폭력범죄,체포·감금,체포·감금(상습),0,0,0,0,0,0
폭력범죄,체포·감금,체포·감금(상습중),0,0,0,0,0,0
폭력범죄,체포·감금,체포·감금치사상(중·특수·상습),3,3,5,0,0,0
폭력범죄,체포·감금,존속체포·감금,0,0,0,0,0,0
폭력범죄,체포·감금,존속체포·감금(중),0,0,0,0,0,0
폭력범죄,체포·감금,존속체포·감금(특수),0,0,0,0,0,0
폭력범죄,체포·감금,존속체포·감금(특수중),0,0,0,0,0,0
폭력범죄,체포·감금,존속체포·감금(상습),0,0,0,0,0,0
폭력범죄,체포·감금,존속체포·감금(상습중),0,0,0,0,0,0
폭력범죄,체포·감금,존속체포·감금치사상(중·특수·상습),0,0,0,0,0,0
폭력범죄,체포·감금,특가법(보복체포·감금등),0,0,0,0,0,0
폭력범죄,체포·감금,아동학대처벌법위반(상습체포·감금),0,0,0,0,0,0
폭력범죄,협박,협박,164,156,147,24,4,0
폭력범죄,협박,협박(특수),69,63,68,10,0,0
폭력범죄,협박,협박(상습),0,0,0,0,0,0
폭력범죄,협박,협박(상습특수),0,0,0,0,0,0
폭력범죄,협박,존속협박,6,6,6,0,0,0
폭력범죄,협박,존속협박(특수),0,0,0,0,0,0
폭력범죄,협박,존속협박(상습),0,0,0,0,0,0
폭력범죄,협박,존속협박(상습특수),0,0,0,0,0,0
폭력범죄,협박,특가법(운전자협박),0,0,0,0,0,0
폭력범죄,협박,특가법(보복협박등),0,0,0,0,0,0
폭력범죄,협박,아동학대처벌법위반(상습협박),0,0,0,0,0,0
폭력범죄,약취·유인,약취·유인(미성년자),3,3,2,0,0,0
폭력범죄,약취·유인,약취·유인(추행·간음·결혼·영리),1,1,1,0,0,0
폭력범죄,약취·유인,약취·유인(노동력착취·성매매·성적착취·장기적출),0,0,0,0,0,0
폭력범죄,약취·유인,인신매매,0,0,0,0,0,0
폭력범죄,약취·유인,인신매매(추행·간음·결혼·영리),0,0,0,0,0,0
폭력범죄,약취·유인,인신매매등(노동력착취·성매매·성적착취·장기적출),0,0,0,0,0,0
폭력범죄,약취·유인,국외이송약취·유인·인신매매,0,0,0,0,0,0
폭력범죄,약취·유인,피약취자·피유인자·피매매자(상해·치상),0,0,0,0,0,0
폭력범죄,약취·유인,피약취자·피유인자·피매매자(살해·치사),0,0,0,0,0,0
폭력범죄,약취·유인,피약취자·피유인자·피매매자(수수·은닉),0,0,0,0,0,0
폭력범죄,약취·유인,특가법(미성년자약취·유인),0,0,0,0,0,0
폭력범죄,약취·유인,특가법(영리약취·유인·매매),0,0,0,0,0,0
폭력범죄,약취·유인,특가법(국외이송약취·유인·매매),0,0,0,0,0,0
폭력범죄,약취·유인,아동복지법위반(아동매매),0,0,0,0,0,0
폭력범죄,약취·유인,아동학대처벌법위반(상습국외이송),0,0,0,0,0,0
폭력범죄,약취·유인,아동학대처벌법위반(상습약취·유인·인신매매),0,0,0,0,0,0
폭력범죄,약취·유인,아동학대처벌법위반(상습피약취자·피매매자·피유인자),0,0,0,0,0,0
폭력범죄,폭력행위등,폭력행위등처벌에관한법률위반(상습),31,29,12,0,0,0
폭력범죄,폭력행위등,폭력행위등처벌에관한법률위반(공동),406,362,920,278,13,0
폭력범죄,폭력행위등,폭력행위등처벌에관한법률위반(집단 흉기등),679,663,750,110,21,0
폭력범죄,폭력행위등,폭력행위등처벌에관한법률위반(상습집단 흉기등),18,19,21,0,0,0
폭력범죄,폭력행위등,폭력행위등처벌에관한법률위반(야간·공동),0,0,0,0,0,0
폭력범죄,폭력행위등,폭력행위등처벌에관한법률위반(야간집단흉기등),0,0,0,0,0,0
폭력범죄,폭력행위등,폭력행위등처벌에관한법률위반(단체등의구성·활동),18,18,20,0,0,0
폭력범죄,폭력행위등,폭력행위등처벌에관한법률위반(단체등의[상습·공동·집단흉기등·상습집단흉기등])),49,49,56,11,2,0
폭력범죄,폭력행위등,폭력행위등처벌에관한법률위반(단체등의이용·지원),0,0,0,0,0,0
폭력범죄,폭력행위등,폭력행위등처벌에관한법률위반(우범자),6,6,6,0,0,0
폭력범죄,공갈,공갈,73,65,58,11,4,0
폭력범죄,공갈,공갈(상습),0,0,1,0,0,0
폭력범죄,공갈,특경법(공갈),0,0,0,0,0,0
폭력범죄,공갈,아동학대처벌법위반(상습공갈),0,0,0,0,0,0
폭력범죄,손괴,손괴의죄,1961,960,882,143,8,0
폭력범죄,손괴,아동학대처벌법위반(상습손괴),0,0,0,0,0,0
지능범죄,직무유기,직무유기·수행거부,16,12,16,3,7,0
지능범죄,직무유기,특가법(직무유기),0,0,0,0,0,0
지능범죄,직무유기,폭력행위등처벌에관한법률위반(직무유기),0,0,0,0,0,0
지능범죄,직권남용,직권남용(권리행사방해·체포·감금),11,5,8,1,1,0
지능범죄,직권남용,독직폭행·가혹행위,1,1,4,0,0,0
지능범죄,직권남용,피의사실공표,0,0,0,0,0,0
지능범죄,직권남용,공무상비밀누설,4,4,3,0,0,0
지능범죄,직권남용,선거방해,0,0,0,0,0,0
지능범죄,직권남용,특가법(체포·감금 독직폭행·가혹행위),0,0,0,0,0,0
지능범죄,증수뢰,뇌물수수등,5,4,12,0,0,0
지능범죄,증수뢰,뇌물공여등,2,2,6,1,0,0
지능범죄,증수뢰,특가법(뇌물),0,0,0,0,0,0
지능범죄,증수뢰,특가법(알선수재),0,0,0,0,0,0
지능범죄,증수뢰,부패방지법,0,0,0,0,0,0
지능범죄,통화,통화위조·변조,25,11,4,0,8,0
지능범죄,통화,특가법(통화위조),5,0,0,0,5,0
지능범죄,통화,기타통화에관한죄,11,8,0,0,1,0
지능범죄,문서·인장,공문서위조·변조,89,77,121,41,2,0
지능범죄,문서·인장,공전자기록등위작·변작,1,1,0,1,0,0
지능범죄,문서·인장,사문서위조·변조,308,261,300,126,27,2
지능범죄,문서·인장,사전자기록등위작·변작,8,8,5,3,1,0
지능범죄,문서·인장,공인등의위조·부정사용및행사,12,10,12,0,2,0
지능범죄,문서·인장,사인등의위조·부정사용및행사,3,4,2,3,0,0
지능범죄,유가증권인지,유가증권위조·변조,2,1,2,0,0,0
지능범죄,유가증권인지,우표(인지)등위조·변조,0,0,0,0,0,0
지능범죄,사기,사기,6015,5023,4404,1338,1065,10
지능범죄,사기,사기(상습),29,28,30,3,1,0
지능범죄,사기,준사기,5,3,4,4,0,0
지능범죄,사기,준사기(상습),0,0,0,0,0,0
지능범죄,사기,컴퓨터등사용사기,344,113,96,41,233,0
지능범죄,사기,편의시설부정이용,0,0,0,0,0,0
지능범죄,사기,부당이득,3,2,6,0,0,0
지능범죄,사기,부당이득(상습),0,0,0,0,0,0
지능범죄,사기,특경법(사기),40,29,104,21,2,0
지능범죄,횡령,횡령,392,323,405,91,3,1
지능범죄,횡령,업무상횡령,166,146,213,55,1,0
지능범죄,횡령,점유이탈물등횡령,339,82,77,26,2,0
지능범죄,횡령,특경법(횡령),15,12,10,4,0,0
지능범죄,배임,배임,32,33,43,14,0,0
지능범죄,배임,업무상배임,42,35,75,6,1,1
지능범죄,배임,배임수재,8,7,9,4,0,0
지능범죄,배임,배임증재,1,1,2,0,0,0
지능범죄,배임,특경법(배임),10,11,42,3,0,0
지능범죄,배임,특경법(수재등),0,0,0,0,0,0
지능범죄,배임,특경법(증재등),0,1,1,0,0,0
지능범죄,배임,특경법(알선수재),0,2,4,0,0,0
풍속범죄,성풍속범죄,간통,9,10,12,11,0,0
풍속범죄,성풍속범죄,혼인빙자간음,0,0,0,0,0,0
풍속범죄,성풍속범죄,혼인빙자간음(위계간음),0,0,0,0,0,0
풍속범죄,성풍속범죄,공연음란,59,51,42,1,0,0
풍속범죄,성풍속범죄,음행매개,0,0,0,0,0,0
풍속범죄,성풍속범죄,음화등반포(판매 임대 전시 제조),0,0,0,0,0,0
풍속범죄,성풍속범죄,정보통신망이용촉진및정보보호등에관한법률(음란물유포),27,12,31,1,1,0
풍속범죄,성풍속범죄,성폭력범죄의처벌등에관한특례법(카메라등이용촬영),119,108,56,10,1,0
풍속범죄,성풍속범죄,성폭력범죄의처벌등에관한특례법(통신매체이용음란),22,23,31,0,0,0
풍속범죄,성풍속범죄,성폭력범죄의처벌등에관한특례법(성적목적공공장소침입),16,15,12,0,0,0
풍속범죄,성풍속범죄,아동·청소년의성보호에관한법률위반(음란물제작배포등),60,54,61,4,1,3
풍속범죄,성풍속범죄,풍속영업의규제에관한법률,1,1,0,1,0,0
풍속범죄,도박범죄,도박,170,164,580,138,7,0
풍속범죄,도박범죄,도박(상습),9,5,17,2,0,0
풍속범죄,도박범죄,도박개장,6,8,36,23,0,0
풍속범죄,도박범죄,복표발매(중개·취득),0,0,0,0,0,0
풍속범죄,도박범죄,사행행위등규제및처벌특례법,110,92,287,28,7,0
특별경제범죄,특별경제범죄,신용 업무와경매에관한죄,469,448,511,90,9,5
특별경제범죄,특별경제범죄,여신전문금융업법위반,75,35,38,23,6,0
특별경제범죄,특별경제범죄,대부업의등록및금융이용자보호에관한법률,38,37,54,26,1,0
특별경제범죄,특별경제범죄,유사수신행위의규제에관한법률,2,2,7,6,1,0
특별경제범죄,특별경제범죄,전자금융거래법위반,223,218,616,268,7,0
특별경제범죄,특별경제범죄,부정수표단속법,64,60,16,4,2,0
특별경제범죄,특별경제범죄,조세범처벌법,100,103,165,15,2,53
특별경제범죄,특별경제범죄,관세법,0,0,0,0,0,0
특별경제범죄,특별경제범죄,외국환거래법,1,3,12,48,0,0
특별경제범죄,특별경제범죄,지방세법,0,0,0,0,0,0
특별경제범죄,특별경제범죄,저작권법,370,320,261,84,65,11
특별경제범죄,특별경제범죄,특허법,6,6,4,1,0,0
특별경제범죄,특별경제범죄,상표법,51,52,36,29,0,1
특별경제범죄,특별경제범죄,실용신안법,1,1,1,0,0,1
특별경제범죄,특별경제범죄,디자인보호법,4,3,3,2,0,1
특별경제범죄,특별경제범죄,컴퓨터프로그램보호법,0,0,0,0,0,0
특별경제범죄,특별경제범죄,특가법(관세),0,0,0,0,0,0
특별경제범죄,특별경제범죄,특가법(국고손실),0,0,0,0,0,0
특별경제범죄,특별경제범죄,특가법(조세),12,7,21,1,0,8
특별경제범죄,특별경제범죄,특경법(무인가단기금융업),0,0,0,0,0,0
특별경제범죄,특별경제범죄,특경법(사금융알선등),0,0,0,0,0,0
특별경제범죄,특별경제범죄,특경법(재산국외도피),0,0,0,0,0,0
특별경제범죄,특별경제범죄,기타경제범죄,53,53,46,30,8,8
마약범죄,마약범죄,아편·몰핀에관한죄,0,0,0,0,0,0
마약범죄,마약범죄,마약류관리에관한법률(대마),53,53,10,3,0,0
마약범죄,마약범죄,마약류관리에관한법률(마약),68,56,20,39,0,0
마약범죄,마약범죄,마약류관리에관한법률(향정),78,71,93,25,0,1
마약범죄,마약범죄,마약류불법거래방지에관한특례법,0,0,0,0,0,0
마약범죄,마약범죄,특가법(마약),0,0,0,0,0,0
마약범죄,마약범죄,특가법(향정),0,0,0,0,0,0
보건범죄,보건범죄,음용수에관한죄,3,3,2,1,0,0
보건범죄,보건범죄,공중위생관리법,4,4,3,2,0,0
보건범죄,보건범죄,식품위생법,142,129,92,86,4,15
보건범죄,보건범죄,의료법,35,36,30,31,2,3
보건범죄,보건범죄,약사법,37,38,38,17,0,3
보건범죄,보건범죄,전염병예방법,0,0,0,0,0,0
보건범죄,보건범죄,보건범죄특조법(부정식품),2,2,2,0,0,1
보건범죄,보건범죄,보건범죄특조법(부정의료업자),6,6,2,6,0,0
보건범죄,보건범죄,보건범죄특조법(부정의약품),0,0,0,0,0,0
보건범죄,보건범죄,기타보건범죄,39,37,41,7,1,8
환경범죄,환경범죄,대기환경보전법,4,4,3,1,0,0
환경범죄,환경범죄,토양환경보전법,0,0,0,0,0,0
환경범죄,환경범죄,수질환경보전법,0,0,0,0,0,0
환경범죄,환경범죄,야생생물보호및관리에관한법률위반,27,28,45,0,0,0
환경범죄,환경범죄,특가법(산림),0,1,6,0,0,0
환경범죄,환경범죄,폐기물관리법,17,18,23,3,3,8
환경범죄,환경범죄,해양환경관리법,0,0,0,0,0,0
환경범죄,환경범죄,환경범죄의단속에관한특별조치법,0,0,0,0,0,0
환경범죄,환경범죄,기타환경범죄,21,16,19,11,0,8
교통범죄,교통사고,교통사고처리특례법(인피교통사고),7768,7572,6213,1780,159,0
교통범죄,교통사고,도로교통법(물피교통사고),451,253,325,45,218,2
교통범죄,교통사고,도로교통법(물피교통사고미조치),2828,1425,1251,219,1273,0
교통범죄,교통사고,특가법(도주차량),379,362,334,49,18,0
교통범죄,교통사고,특가법(위험운전치사상),361,359,316,39,0,0
교통범죄,교통사고외,교통방해의죄,71,67,77,11,0,0
교통범죄,교통사고외,도로교통법(공동위험행위),1,0,0,0,0,0
교통범죄,교통사고외,도로교통법(무면허운전),1737,1472,1471,120,0,0
교통범죄,교통사고외,도로교통법(음주운전),6213,6232,5731,615,1,0
교통범죄,교통사고외,도로교통법(음주측정거부),83,82,83,8,0,0
교통범죄,교통사고외,도로법,17,10,13,2,0,2
교통범죄,교통사고외,기타교통범죄,0,0,0,0,0,0
노동범죄,노동범죄,근로기준법,1,0,0,0,0,0
노동범죄,노동범죄,노동조합및노동관계조정법,0,0,0,0,0,0
노동범죄,노동범죄,산업안전보건법,0,0,0,0,0,0
노동범죄,노동범죄,직업안정법,5,5,7,0,0,0
노동범죄,노동범죄,기타노동범죄,6,5,7,1,0,1
안보범죄,안보범죄,공안을해하는죄,0,1,1,0,0,0
안보범죄,안보범죄,국가보안법,1,1,0,1,0,0
안보범죄,안보범죄,기타안보범죄,0,0,0,0,0,0
선거범죄,선거범죄,공직선거법,2,1,1,0,0,0
선거범죄,선거범죄,정당법,0,0,0,0,0,0
선거범죄,선거범죄,정치자금법,1,1,3,1,0,0
선거범죄,선거범죄,기타선거범죄,21,22,26,2,0,0
병역범죄,병역범죄,병역법,169,167,205,1,0,0
병역범죄,병역범죄,향토예비군설치법,349,337,353,0,0,0
병역범죄,병역범죄,기타병역범죄,0,0,0,0,0,0
기타범죄,기타범죄,가정폭력범죄의처벌등에관한특례법위반,12,12,10,1,0,0
기타범죄,기타범죄,개인정보 보호법,23,17,24,11,1,0
기타범죄,기타범죄,건설산업기본법,16,2,4,0,0,3
기타범죄,기타범죄,건설폐기물의재활용촉진에관한법률,1,1,0,1,0,0
기타범죄,기타범죄,건축법,240,238,196,75,3,18
기타범죄,기타범죄,게임산업진흥에관한법률,143,142,208,29,2,0
기타범죄,기타범죄,경범죄처벌법,79,80,76,3,0,0
기타범죄,기타범죄,고압가스안전관리법,5,5,8,0,0,1
기타범죄,기타범죄,골재채취법,7,6,10,0,0,6
기타범죄,기타범죄,공무방해에관한죄,388,389,410,41,2,0
기타범죄,기타범죄,공유수면관리및매립에관한법률위반,0,0,0,0,0,0
기타범죄,기타범죄,공인중개사법,48,48,52,33,2,0
기타범죄,기타범죄,과실치사상의죄,161,151,188,39,0,0
기타범죄,기타범죄,국민건강보험법,5,3,1,4,0,0
기타범죄,기타범죄,국민연금법,8,6,6,4,0,2
기타범죄,기타범죄,국토의계획및이용에관한법률,42,42,44,9,1,7
기타범죄,기타범죄,권리행사를방해하는죄,207,191,219,73,0,0
기타범죄,기타범죄,낙태의죄,2,2,3,3,0,0
기타범죄,기타범죄,낚시관리및육성법위반,0,0,0,0,0,0
기타범죄,기타범죄,내수면어업법,18,17,20,1,0,0
기타범죄,기타범죄,농수산물유통및가격안정에관한법률,1,1,1,0,0,0
기타범죄,기타범죄,농수산물품질관리법,0,0,0,0,0,0
기타범죄,기타범죄,농지법,36,35,30,2,0,7
기타범죄,기타범죄,담배사업법,2,2,1,2,0,0
기타범죄,기타범죄,도시가스사업법,1,1,1,0,0,1
기타범죄,기타범죄,도시공원및녹지등에관한법률,1,2,3,0,0,0
기타범죄,기타범죄,도주와도주원조죄,0,0,0,0,0,0
기타범죄,기타범죄,독점규제및공정거래에관한법률,0,0,0,0,0,0
기타범죄,기타범죄,명예에관한죄,665,596,604,185,65,0
기타범죄,기타범죄,무고의죄,92,79,78,42,1,0
기타범죄,기타범죄,문화재보호법,15,11,8,4,0,5
기타범죄,기타범죄,밀항단속법,0,0,0,0,0,0
기타범죄,기타범죄,방문판매등에관한법률,2,2,1,1,0,0
기타범죄,기타범죄,배타적경제수역의외국인어업등에관한법률,0,0,0,0,0,0
기타범죄,기타범죄,범인은닉·범인도피죄,4,5,20,6,0,0
기타범죄,기타범죄,변호사법,10,4,7,2,0,0
기타범죄,기타범죄,보안관찰법,0,0,0,0,0,0
기타범죄,기타범죄,부정경쟁방지및영업비밀보호에관한법률,5,5,9,3,0,1
기타범죄,기타범죄,비밀침해죄,0,0,0,0,0,0
기타범죄,기타범죄,사격및사격장단속법,0,0,0,0,0,0
기타범죄,기타범죄,산림법,0,0,0,0,0,0
기타범죄,기타범죄,생명윤리및안전에관한법률,0,0,0,0,0,0
기타범죄,기타범죄,석유및석유대체연료사업법,50,48,66,8,0,4
기타범죄,기타범죄,선박안전법,0,0,0,0,0,0
기타범죄,기타범죄,선박직원법,0,0,0,0,0,0
기타범죄,기타범죄,성매매방지및피해자보호등에관한법률위반,0,0,0,0,0,0
기타범죄,기타범죄,성매매알선등행위의처벌에관한법률위반(성매매),14,15,40,56,5,0
기타범죄,기타범죄,성매매알선등행위의처벌에관한법률위반(성매매강요등),2,2,4,0,0,0
기타범죄,기타범죄,성매매알선등행위의처벌에관한법률위반(성매매광고),0,0,0,0,0,0
기타범죄,기타범죄,성매매알선등행위의처벌에관한법률위반(성매매알선등),39,41,79,78,2,0
기타범죄,기타범죄,성매매알선등행위의처벌에관한법률위반(아동·청소년),0,0,0,0,0,0
기타범죄,기타범죄,성매매알선등행위의처벌에관한법률위반(기타),25,25,78,45,2,0
기타범죄,기타범죄,성폭력범죄의처벌등에관한특례법(기타),101,105,107,1,0,0
기타범죄,기타범죄,소방기본법,0,0,0,0,0,0
기타범죄,기타범죄,수도법,5,5,8,0,0,0
기타범죄,기타범죄,수산업법,0,0,0,0,0,0
기타범죄,기타범죄,신앙에관한죄,18,11,19,5,0,0
기타범죄,기타범죄,신용정보의이용및보호에관한법률,1,1,1,0,0,0
기타범죄,기타범죄,실화및업무상실화죄,103,59,49,11,0,0
기타범죄,기타범죄,아동·청소년의성보호에관한법률위반(강요행위등),2,2,2,0,0,0
기타범죄,기타범죄,아동·청소년의성보호에관한법률위반(매매),0,0,0,0,0,0
기타범죄,기타범죄,아동·청소년의성보호에관한법률위반(성매수등),10,14,17,2,1,0
